"STATISTIC","Statistic Label","TLIST(A1)","Year","C01912V02351","Type of Non Residential Building","C01921V02511","Type of Construction","UNIT","VALUE"
"BHA07C2","Total Floor Area for which Permission Granted","2021","2021","211","Buildings for religious and funerary","-","All types of construction","000 Sq Metres","5"
"BHA07C2","Total Floor Area for which Permission Granted","2021","2021","211","Buildings for religious and funerary","1","New construction","000 Sq Metres","4"
"BHA07C2","Total Floor Area for which Permission Granted","2021","2021","211","Buildings for religious and funerary","2","Extensions","000 Sq Metres","1"
"BHA07C2","Total Floor Area for which Permission Granted","2021","2021","211","Buildings for religious and funerary","3","Alteration, conversion and renovation","000 Sq Metres","0"
"BHA07C2","Total Floor Area for which Permission Granted","2021","2021","212","Other non-residential buildings","-","All types of construction","000 Sq Metres","0"
"BHA07C2","Total Floor Area for which Permission Granted","2021","2021","212","Other non-residential buildings","1","New construction","000 Sq Metres","0"
"BHA07C2","Total Floor Area for which Permission Granted","2021","2021","212","Other non-residential buildings","2","Extensions","000 Sq Metres","."
"BHA07C2","Total Floor Area for which Permission Granted","2021","2021","212","Other non-residential buildings","3","Alteration, conversion and renovation","000 Sq Metres","0"
"BHA07C2","Total Floor Area for which Permission Granted","2021","2021","213","Office development, buildings for financing and insurance","-","All types of construction","000 Sq Metres","221"
"BHA07C2","Total Floor Area for which Permission Granted","2021","2021","213","Office development, buildings for financing and insurance","1","New construction","000 Sq Metres","208"
"BHA07C2","Total Floor Area for which Permission Granted","2021","2021","213","Office development, buildings for financing and insurance","2","Extensions","000 Sq Metres","14"
"BHA07C2","Total Floor Area for which Permission Granted","2021","2021","213","Office development, buildings for financing and insurance","3","Alteration, conversion and renovation","000 Sq Metres","0"
"BHA07C2","Total Floor Area for which Permission Granted","2021","2021","214","Creche","-","All types of construction","000 Sq Metres","30"
"BHA07C2","Total Floor Area for which Permission Granted","2021","2021","214","Creche","1","New construction","000 Sq Metres","28"
"BHA07C2","Total Floor Area for which Permission Granted","2021","2021","214","Creche","2","Extensions","000 Sq Metres","2"
"BHA07C2","Total Floor Area for which Permission Granted","2021","2021","214","Creche","3","Alteration, conversion and renovation","000 Sq Metres","0"
"BHA07C2","Total Floor Area for which Permission Granted","2022","2022","200","All non residential buildings","-","All types of construction","000 Sq Metres","2552"
"BHA07C2","Total Floor Area for which Permission Granted","2022","2022","200","All non residential buildings","1","New construction","000 Sq Metres","2076"
"BHA07C2","Total Floor Area for which Permission Granted","2022","2022","200","All non residential buildings","2","Extensions","000 Sq Metres","476"
"BHA07C2","Total Floor Area for which Permission Granted","2022","2022","200","All non residential buildings","3","Alteration, conversion and renovation","000 Sq Metres","0"
"BHA07C2","Total Floor Area for which Permission Granted","2022","2022","201","Buildings for agriculture, forestry, horticulture, fruit-growing, viniculture and fishery purposes","-","All types of construction","000 Sq Metres","618"
"BHA07C2","Total Floor Area for which Permission Granted","2022","2022","201","Buildings for agriculture, forestry, horticulture, fruit-growing, viniculture and fishery purposes","1","New construction","000 Sq Metres","556"
"BHA07C2","Total Floor Area for which Permission Granted","2022","2022","201","Buildings for agriculture, forestry, horticulture, fruit-growing, viniculture and fishery purposes","2","Extensions","000 Sq Metres","62"
"BHA07C2","Total Floor Area for which Permission Granted","2022","2022","201","Buildings for agriculture, forestry, horticulture, fruit-growing, viniculture and fishery purposes","3","Alteration, conversion and renovation","000 Sq Metres","0"
"BHA07C2","Total Floor Area for which Permission Granted","2022","2022","202","Buildings for mining, energy and water","-","All types of construction","000 Sq Metres","34"
"BHA07C2","Total Floor Area for which Permission Granted","2022","2022","202","Buildings for mining, energy and water","1","New construction","000 Sq Metres","33"
"BHA07C2","Total Floor Area for which Permission Granted","2022","2022","202","Buildings for mining, energy and water","2","Extensions","000 Sq Metres","0"
"BHA07C2","Total Floor Area for which Permission Granted","2022","2022","202","Buildings for mining, energy and water","3","Alteration, conversion and renovation","000 Sq Metres","0"
"BHA07C2","Total Floor Area for which Permission Granted","2022","2022","203","Buildings for industry and manufacturing handicraft","-","All types of construction","000 Sq Metres","687"
"BHA07C2","Total Floor Area for which Permission Granted","2022","2022","203","Buildings for industry and manufacturing handicraft","1","New construction","000 Sq Metres","570"
"BHA07C2","Total Floor Area for which Permission Granted","2022","2022","203","Buildings for industry and manufacturing handicraft","2","Extensions","000 Sq Metres","118"
"BHA07C2","Total Floor Area for which Permission Granted","2022","2022","203","Buildings for industry and manufacturing handicraft","3","Alteration, conversion and renovation","000 Sq Metres","0"
"BHA07C2","Total Floor Area for which Permission Granted","2022","2022","204","Hotels, restaurants and cafes","-","All types of construction","000 Sq Metres","108"
"BHA07C2","Total Floor Area for which Permission Granted","2022","2022","204","Hotels, restaurants and cafes","1","New construction","000 Sq Metres","81"
"BHA07C2","Total Floor Area for which Permission Granted","2022","2022","204","Hotels, restaurants and cafes","2","Extensions","000 Sq Metres","27"
"BHA07C2","Total Floor Area for which Permission Granted","2022","2022","204","Hotels, restaurants and cafes","3","Alteration, conversion and renovation","000 Sq Metres","0"
"BHA07C2","Total Floor Area for which Permission Granted","2022","2022","205","Buildings for transport","-","All types of construction","000 Sq Metres","138"
"BHA07C2","Total Floor Area for which Permission Granted","2022","2022","205","Buildings for transport","1","New construction","000 Sq Metres","131"
"BHA07C2","Total Floor Area for which Permission Granted","2022","2022","205","Buildings for transport","2","Extensions","000 Sq Metres","7"
"BHA07C2","Total Floor Area for which Permission Granted","2022","2022","205","Buildings for transport","3","Alteration, conversion and renovation","000 Sq Metres","0"
"BHA07C2","Total Floor Area for which Permission Granted","2022","2022","206","Buildings for trade and administration buildings for other economic activities","-","All types of construction","000 Sq Metres","324"
"BHA07C2","Total Floor Area for which Permission Granted","2022","2022","206","Buildings for trade and administration buildings for other economic activities","1","New construction","000 Sq Metres","289"
"BHA07C2","Total Floor Area for which Permission Granted","2022","2022","206","Buildings for trade and administration buildings for other economic activities","2","Extensions","000 Sq Metres","35"
"BHA07C2","Total Floor Area for which Permission Granted","2022","2022","206","Buildings for trade and administration buildings for other economic activities","3","Alteration, conversion and renovation","000 Sq Metres","0"
"BHA07C2","Total Floor Area for which Permission Granted","2022","2022","207","Public administration and public buildings for special purposes","-","All types of construction","000 Sq Metres","3"
"BHA07C2","Total Floor Area for which Permission Granted","2022","2022","207","Public administration and public buildings for special purposes","1","New construction","000 Sq Metres","1"
"BHA07C2","Total Floor Area for which Permission Granted","2022","2022","207","Public administration and public buildings for special purposes","2","Extensions","000 Sq Metres","3"
"BHA07C2","Total Floor Area for which Permission Granted","2022","2022","207","Public administration and public buildings for special purposes","3","Alteration, conversion and renovation","000 Sq Metres","0"
"BHA07C2","Total Floor Area for which Permission Granted","2022","2022","208","Buildings for health and welfare","-","All types of construction","000 Sq Metres","147"
"BHA07C2","Total Floor Area for which Permission Granted","2022","2022","208","Buildings for health and welfare","1","New construction","000 Sq Metres","88"
